freq,unit,c_unload,c_load,geo\TIME_PERIOD	2005 	2010 	2015 	2020 
A,PAS,RS_ME,ITE2,IT	: c	: 	: 	: 
A,PAS,RS_ME,ITE3,IT	: c	: 	: 	: 
A,PAS,RS_ME,ITE4,IT	: c	: 	: 	: 
A,PAS,RS_ME,ITF1,IT	: c	: 	: 	: 
A,PAS,RS_ME,ITXX,IT	: c	: 	: 	: 
A,PAS,RS_ME,LT,LT	: c	: 	: 	: 
A,PAS,RS_ME,NL11,NL	7 	: 	: 	: 
A,PAS,RS_ME,NL12,NL	7 	: 	: 	: 
A,PAS,RS_ME,NL21,NL	3 	: 	: 	: 
A,PAS,RS_ME,NL22,NL	28 	: 	: 	: 
A,PAS,RS_ME,NL31,NL	20 	: 	: 	: 
A,PAS,RS_ME,NL32,NL	64 	: 	: 	: 
A,PAS,RS_ME,NL33,NL	15 	: 	: 	: 
A,PAS,RS_ME,NL41,NL	13 	: 	: 	: 
A,PAS,RS_ME,NL42,NL	10 	: 	: 	: 
A,PAS,RS_ME,PL11,PL	2 	: 	: 	: 
A,PAS,RS_ME,PL12,PL	138 	: 	: 	: 
A,PAS,RS_ME,PL21,PL	143 	: 	: 	: 
A,PAS,RS_ME,PL22,PL	59 	: 	: 	: 
A,PAS,RS_ME,PL32,PL	4 	: 	: 	: 
A,PAS,RS_ME,PL33,PL	4 	: 	: 	: 
A,PAS,RS_ME,PL34,PL	3 	: 	: 	: 
A,PAS,RS_ME,PL41,PL	6 	: 	: 	: 
A,PAS,RS_ME,PL42,PL	4 	: 	: 	: 
A,PAS,RS_ME,PL43,PL	2 	: 	: 	: 
A,PAS,RS_ME,PL51,PL	8 	: 	: 	: 
A,PAS,RS_ME,PL52,PL	2 	: 	: 	: 
A,PAS,RS_ME,PL61,PL	1 	: 	: 	: 
A,PAS,RS_ME,PL63,PL	30 	: 	: 	: 
A,PAS,RS_ME,SI,SI	23448 	: 	: 	: 
A,PAS,RU,AT13,AT	: c	: c	: c	: 
A,PAS,RU,AT21,AT	: c	: c	: 	: 
A,PAS,RU,AT22,AT	: c	: c	: 	: 
A,PAS,RU,AT31,AT	: c	: c	: 	: 
A,PAS,RU,AT32,AT	: c	: c	: 	: 
A,PAS,RU,AT33,AT	: c	: c	: 	: 
A,PAS,RU,AT34,AT	: c	: c	: 	: 
A,PAS,RU,BE10,BE	307 	: 	: c	: 
A,PAS,RU,BE21,BE	17 	: 	: c	: 
A,PAS,RU,BE22,BE	1 	: 	: c	: 
A,PAS,RU,BE23,BE	20 	: 	: c	: 
A,PAS,RU,BE25,BE	4 	: 	: c	: 
A,PAS,RU,BE32,BE	2 	: 	: c	: 
A,PAS,RU,BE33,BE	25 	: 	: c	: 
A,PAS,RU,BE34,BE	4 	: 	: c	: 
A,PAS,RU,BE35,BE	3 	: 	: c	: 
A,PAS,RU,BG31,BG	: 	434 	: 	: 
A,PAS,RU,BG32,BG	: 	880 	: 	: 
A,PAS,RU,BG33,BG	: 	1280 	: 	: 
A,PAS,RU,BG34,BG	: 	1232 	8 	: 
A,PAS,RU,BG41,BG	: 	2280 	: 	: 
A,PAS,RU,BG42,BG	: 	358 	: 	: 
A,PAS,RU,CH01,CH	: 	: c	: c	: c
A,PAS,RU,CH03,CH	: 	: c	: c	: c
A,PAS,RU,CH05,CH	: 	: c	: 	: 
A,PAS,RU,CZ01,CZ	: 	: 	1 	622 
A,PAS,RU,CZ02,CZ	: 	: 	: 	1 
A,PAS,RU,CZ05,CZ	: 	: 	: 	10 
A,PAS,RU,CZ06,CZ	: 	: 	: 	2 
A,PAS,RU,CZ07,CZ	: 	: 	: 	26 
A,PAS,RU,CZ08,CZ	: 	: 	: 	111 
A,PAS,RU,DE11,DE	169 	: 	: 	: 
A,PAS,RU,DE12,DE	166 	: 	: 	: 
A,PAS,RU,DE13,DE	103 	: 	: 	: 
A,PAS,RU,DE14,DE	63 	: 	: 	: 
A,PAS,RU,DE21,DE	60 	: 	: 	: 
A,PAS,RU,DE22,DE	8 	: 	: 	: 
A,PAS,RU,DE23,DE	22 	: 	: 	: 
A,PAS,RU,DE24,DE	57 	: 	: 	: 
A,PAS,RU,DE25,DE	92 	: 	: 	: 
A,PAS,RU,DE26,DE	66 	: 	: 	: 
A,PAS,RU,DE27,DE	47 	: 	: 	: 
A,PAS,RU,DE30,DE	4981 	: 	: 	: 
A,PAS,RU,DE41,DE	342 	: 	: 	: 
A,PAS,RU,DE42,DE	36 	: 	: 	: 
A,PAS,RU,DE50,DE	74 	: 	: 	: 
A,PAS,RU,DE60,DE	239 	: 	: 	: 
A,PAS,RU,DE71,DE	139 	: 	: 	: 
A,PAS,RU,DE72,DE	77 	: 	: 	: 
A,PAS,RU,DE73,DE	75 	: 	: 	: 
A,PAS,RU,DE80,DE	68 	: 	: 	: 
A,PAS,RU,DE91,DE	93 	: 	: 	: 
A,PAS,RU,DE92,DE	602 	: 	: 	: 
A,PAS,RU,DE93,DE	40 	: 	: 	: 
A,PAS,RU,DE94,DE	204 	: 	: 	: 
A,PAS,RU,DEA1,DE	411 	: 	: 	: 
A,PAS,RU,DEA2,DE	584 	: 	: 	: 
A,PAS,RU,DEA3,DE	100 	: 	: 	: 
A,PAS,RU,DEA4,DE	451 	: 	: 	: 
A,PAS,RU,DEA5,DE	421 	: 	: 	: 
A,PAS,RU,DEB1,DE	64 	: 	: 	: 
A,PAS,RU,DEB2,DE	6 	: 	: 	: 
A,PAS,RU,DEB3,DE	43 	: 	: 	: 
A,PAS,RU,DEC0,DE	18 	: 	: 	: 
A,PAS,RU,DED1,DE	37 	: 	: 	: 
A,PAS,RU,DED2,DE	67 	: 	: 	: 
A,PAS,RU,DED3,DE	46 	: 	: 	: 
A,PAS,RU,DEE1,DE	19 	: 	: 	: 
A,PAS,RU,DEE2,DE	31 	: 	: 	: 
A,PAS,RU,DEE3,DE	43 	: 	: 	: 
A,PAS,RU,DEF0,DE	165 	: 	: 	: 
A,PAS,RU,DEG0,DE	96 	: 	: 	: 
A,PAS,RU,DK,DK	2 	: 	: 	: 
A,PAS,RU,EE,EE	68000 	: 	27300 	4230 
A,PAS,RU,EEXX,EE	: 	48410 	: 	: 
A,PAS,RU,ELXX,EL	2 	: 	: 	: 
A,PAS,RU,FI18,FI	134093 	172640 	: 	: 
A,PAS,RU,FI1B,FI	: 	: 	214041 	50610 
A,PAS,RU,FI1C,FI	: 	: 	: 	7154 
A,PAS,RU,FR10,FR	: 	: c	: 	: 
A,PAS,RU,FR42,FR	: 	: c	: 	: 
A,PAS,RU,FR82,FR	: 	: c	: 	: 
A,PAS,RU,HR01,HR	: 	108 	: 	: 
A,PAS,RU,HR03,HR	: 	2 	: 	: 
A,PAS,RU,HU10,HU	2348 	27 	: 	: 
A,PAS,RU,HU21,HU	: 	2073 	: 	: 
A,PAS,RU,HU31,HU	: 	116 	: 	: 
A,PAS,RU,HU32,HU	295 	155 	: 	: 
A,PAS,RU,LT,LT	101847 	80808 	23995 	15338 
A,PAS,RU,LU,LU	: 	: c	2 	: c
A,PAS,RU,LV,LV	141000 	130577 	73443 	6579 
A,PAS,RU,NL11,NL	3 	: c	: 	: 
A,PAS,RU,NL21,NL	23 	: c	: 	: 
A,PAS,RU,NL22,NL	7 	: c	: 	: 
A,PAS,RU,NL23,NL	3 	: c	: 	: 
A,PAS,RU,NL31,NL	36 	: c	: 	: 
A,PAS,RU,NL32,NL	85 	: c	: 	: 
A,PAS,RU,NL33,NL	21 	: c	: 	: 
A,PAS,RU,NL41,NL	8 	: c	: 	: 
A,PAS,RU,NL42,NL	5 	: c	: 	: 
A,PAS,RU,PL11,PL	1292 	526 	1 	: 
A,PAS,RU,PL12,PL	20140 	13017 	9 	: 
A,PAS,RU,PL21,PL	1315 	1008 	: 	: 
A,PAS,RU,PL22,PL	1647 	855 	: 	: 
A,PAS,RU,PL31,PL	746 	588 	: 	: 
A,PAS,RU,PL32,PL	58 	39 	: 	: 
A,PAS,RU,PL33,PL	103 	48 	: 	: 
A,PAS,RU,PL34,PL	121 	100 	: 	: 
A,PAS,RU,PL41,PL	2535 	1082 	: 	: 
A,PAS,RU,PL42,PL	928 	98 	: 	: 
A,PAS,RU,PL43,PL	408 	151 	: 	: 
A,PAS,RU,PL51,PL	885 	151 	: 	: 
A,PAS,RU,PL52,PL	117 	33 	: 	: 
A,PAS,RU,PL61,PL	237 	206 	: 	: 
A,PAS,RU,PL62,PL	3019 	489 	: 	: 
A,PAS,RU,PL63,PL	2302 	1048 	: 	: 
A,PAS,RU,SI,SI	32 	: 	: 	: 
A,PAS,RU,SIXX,SI	: 	48 	: 	: 
A,PAS,RU,SK01,SK	: 	: 	41 	: 
A,PAS,RU,SK02,SK	: 	: 	2 	: 
A,PAS,RU,SK04,SK	: 	: 	1 	: 
A,PAS,RU,SKXX,SK	: 	: 	38 	: 
A,PAS,SE11,AT13,AT	: 	: 	: 	: c
A,PAS,SE11,CZ01,CZ	: 	: 	: 	2 
A,PAS,SE11,DE60,DE	11 	: 	: 	: 
A,PAS,SE11,DEXX,SE	: 	: c	: c	: 
A,PAS,SE11,DK,DK	6845 	: 	: 	: 
A,PAS,SE11,DK01,DK	: 	: 	: 	2509 
A,PAS,SE11,DK01,SE	: 	: 	: 	: c
A,PAS,SE11,DK02,DK	: 	: 	: 	674 
A,PAS,SE11,DK03,DK	: 	: 	: 	2441 
A,PAS,SE11,DK04,DK	: 	: 	: 	1532 
A,PAS,SE11,DK05,DK	: 	: 	: 	85 
A,PAS,SE11,DKXX,SE	: 	: c	: c	: 
A,PAS,SE11,FR42,FR	: c	: 	: 	: 
A,PAS,SE11,HU10,HU	: 	347 	: 	: 
A,PAS,SE11,NL11,NL	: 	: c	: 	: 
A,PAS,SE11,NL12,NL	: 	: c	: 	: 
A,PAS,SE11,NL21,NL	: 	: c	: 	: 
A,PAS,SE11,NL22,NL	: 	: c	: 	: 
A,PAS,SE11,NL31,NL	: 	: c	: 	: 
A,PAS,SE11,NL32,NL	: 	: c	: 	: 
A,PAS,SE11,NL33,NL	: 	: c	: 	: 
A,PAS,SE11,NL41,NL	: 	: c	: 	: 
A,PAS,SE11,NL42,NL	: 	: c	: 	: 
A,PAS,SE11,NO02,SE	: 	: 	: 	: c
A,PAS,SE11,NO06,SE	: 	: 	: 	: c
A,PAS,SE11,NO07,SE	: 	: c	: c	: c
A,PAS,SE11,NO08,SE	: 	: 	: 	: c
A,PAS,SE11,NO09,SE	: 	: 	: 	: c
A,PAS,SE11,NO0A,SE	: 	: 	: 	: c
A,PAS,SE11,NOXX,SE	: 	: c	: c	: 
A,PAS,SE11,SE11,SE	: 	: c	: c	: c
A,PAS,SE11,SE12,SE	: 	: c	: c	: c
A,PAS,SE11,SE21,SE	: 	: c	: c	: c
A,PAS,SE11,SE22,SE	: 	: c	: c	: c
A,PAS,SE11,SE23,SE	: 	: c	: c	: c
A,PAS,SE11,SE31,SE	: 	: c	: c	: c
A,PAS,SE11,SE32,SE	: 	: c	: c	: c
A,PAS,SE11,SE33,SE	: 	: c	: c	: c
A,PAS,SE12,DEXX,SE	: 	: c	: c	: 
A,PAS,SE12,DK,DK	2015 	: 	: 	: 
A,PAS,SE12,DK01,SE	: 	: 	: 	: c
A,PAS,SE12,DKXX,SE	: 	: c	: c	: 
A,PAS,SE12,NO02,SE	: 	: 	: 	: c
A,PAS,SE12,NO06,SE	: 	: 	: 	: c
A,PAS,SE12,NO07,SE	: 	: c	: c	: c
A,PAS,SE12,NO08,SE	: 	: 	: 	: c
A,PAS,SE12,NO09,SE	: 	: 	: 	: c
A,PAS,SE12,NO0A,SE	: 	: 	: 	: c
A,PAS,SE12,NOXX,SE	: 	: c	: c	: 
A,PAS,SE12,SE11,SE	: 	: c	: c	: c
A,PAS,SE12,SE12,SE	: 	: c	: c	: c
A,PAS,SE12,SE21,SE	: 	: c	: c	: c
A,PAS,SE12,SE22,SE	: 	: c	: c	: c
A,PAS,SE12,SE23,SE	: 	: c	: c	: c
A,PAS,SE12,SE31,SE	: 	: c	: c	: c
A,PAS,SE12,SE32,SE	: 	: c	: c	: c
A,PAS,SE12,SE33,SE	: 	: c	: c	: c
A,PAS,SE21,DEXX,SE	: 	: c	: c	: 
A,PAS,SE21,DK,DK	2656 	: 	: 	: 
A,PAS,SE21,DK01,SE	: 	: 	: 	: c
A,PAS,SE21,DKXX,SE	: 	: c	: c	: 
A,PAS,SE21,NO02,SE	: 	: 	: 	: c
A,PAS,SE21,NO06,SE	: 	: 	: 	: c
A,PAS,SE21,NO07,SE	: 	: c	: c	: c
A,PAS,SE21,NO08,SE	: 	: 	: 	: c
A,PAS,SE21,NO09,SE	: 	: 	: 	: c
A,PAS,SE21,NO0A,SE	: 	: 	: 	: c
A,PAS,SE21,NOXX,SE	: 	: c	: c	: 
A,PAS,SE21,SE11,SE	: 	: c	: c	: c
A,PAS,SE21,SE12,SE	: 	: c	: c	: c
A,PAS,SE21,SE21,SE	: 	: c	: c	: c
A,PAS,SE21,SE22,SE	: 	: c	: c	: c
A,PAS,SE21,SE23,SE	: 	: c	: c	: c
A,PAS,SE21,SE31,SE	: 	: c	: c	: c
A,PAS,SE21,SE32,SE	: 	: c	: c	: c
A,PAS,SE21,SE33,SE	: 	: c	: c	: c
A,PAS,SE22,BE10,BE	4 	: 	: 	: 
A,PAS,SE22,BE22,BE	1 	: 	: 	: 
A,PAS,SE22,BE33,BE	4 	: 	: 	: 
A,PAS,SE22,CZ01,CZ	10 	20 	1 	12 
A,PAS,SE22,CZ04,CZ	: 	: 	1 	: 
A,PAS,SE22,DE11,DE	849 	: 	: 	: 
A,PAS,SE22,DE12,DE	534 	: 	: 	: 
A,PAS,SE22,DE13,DE	402 	: 	: 	: 
A,PAS,SE22,DE14,DE	111 	: 	: 	: 
A,PAS,SE22,DE21,DE	733 	: 	: 	: 
A,PAS,SE22,DE22,DE	60 	: 	: 	: 
A,PAS,SE22,DE23,DE	33 	: 	: 	: 
A,PAS,SE22,DE24,DE	93 	: 	: 	: 
A,PAS,SE22,DE25,DE	402 	: 	: 	: 
A,PAS,SE22,DE26,DE	149 	: 	: 	: 
A,PAS,SE22,DE27,DE	88 	: 	: 	: 
A,PAS,SE22,DE30,DE	1047 	: 	: 	: 
A,PAS,SE22,DE41,DE	28 	: 	: 	: 
A,PAS,SE22,DE42,DE	23 	: 	: 	: 
A,PAS,SE22,DE50,DE	919 	: 	: 	: 
A,PAS,SE22,DE60,DE	6929 	: 	: 	: 
A,PAS,SE22,DE71,DE	1140 	: 	: 	: 
A,PAS,SE22,DE72,DE	264 	: 	: 	: 
A,PAS,SE22,DE73,DE	383 	: 	: 	: 
A,PAS,SE22,DE80,DE	105 	: 	: 	: 
A,PAS,SE22,DE91,DE	887 	: 	: 	: 
A,PAS,SE22,DE92,DE	1372 	: 	: 	: 
A,PAS,SE22,DE93,DE	584 	: 	: 	: 
A,PAS,SE22,DE94,DE	931 	: 	: 	: 
A,PAS,SE22,DEA1,DE	1256 	: 	: 	: 
A,PAS,SE22,DEA2,DE	1272 	: 	: 	: 
A,PAS,SE22,DEA3,DE	418 	: 	: 	: 
A,PAS,SE22,DEA4,DE	353 	: 	: 	: 
A,PAS,SE22,DEA5,DE	568 	: 	: 	: 
A,PAS,SE22,DEB1,DE	88 	: 	: 	: 
A,PAS,SE22,DEB2,DE	16 	: 	: 	: 
A,PAS,SE22,DEB3,DE	127 	: 	: 	: 
A,PAS,SE22,DEC0,DE	49 	: 	: 	: 
A,PAS,SE22,DED1,DE	39 	: 	: 	: 
A,PAS,SE22,DED2,DE	193 	: 	: 	: 
A,PAS,SE22,DED3,DE	209 	: 	: 	: 
A,PAS,SE22,DEE1,DE	23 	: 	: 	: 
A,PAS,SE22,DEE2,DE	28 	: 	: 	: 
A,PAS,SE22,DEE3,DE	132 	: 	: 	: 
A,PAS,SE22,DEF0,DE	2534 	: 	: 	: 
A,PAS,SE22,DEG0,DE	121 	: 	: 	: 
A,PAS,SE22,DEXX,SE	: 	: c	: c	: 
A,PAS,SE22,DK,DK	3243233 	: 	: 	: 
A,PAS,SE22,DK01,DK	: 	: 	: 	2497766 
A,PAS,SE22,DK01,SE	: 	: c	: c	: c
A,PAS,SE22,DKXX,SE	: 	: c	: c	: 
A,PAS,SE22,FR42,FR	: c	: 	: 	: 
A,PAS,SE22,LU,LU	2 	: 	: 	: 
A,PAS,SE22,NL11,NL	31 	: 	: 	: 
A,PAS,SE22,NL12,NL	2 	: 	: 	: 
A,PAS,SE22,NL21,NL	13 	: 	: 	: 
A,PAS,SE22,NL22,NL	28 	: 	: 	: 
A,PAS,SE22,NL31,NL	46 	: 	: 	: 
A,PAS,SE22,NL32,NL	207 	: 	: 	: 
A,PAS,SE22,NL33,NL	51 	: 	: 	: 
A,PAS,SE22,NL41,NL	21 	: 	: 	: 
A,PAS,SE22,NL42,NL	10 	: 	: 	: 
A,PAS,SE22,NO02,SE	: 	: 	: 	: c
A,PAS,SE22,NO06,SE	: 	: 	: 	: c
A,PAS,SE22,NO07,SE	: 	: c	: c	: c
A,PAS,SE22,NO08,SE	: 	: 	: 	: c
A,PAS,SE22,NO09,SE	: 	: 	: 	: c
A,PAS,SE22,NO0A,SE	: 	: 	: 	: c
A,PAS,SE22,NOXX,SE	: 	: c	: c	: 
A,PAS,SE22,SE11,SE	: 	: c	: c	: c
A,PAS,SE22,SE12,SE	: 	: c	: c	: c
A,PAS,SE22,SE21,SE	: 	: c	: c	: c
A,PAS,SE22,SE22,SE	: 	: c	: c	: c
A,PAS,SE22,SE23,SE	: 	: c	: c	: c
A,PAS,SE22,SE31,SE	: 	: c	: c	: c
A,PAS,SE22,SE32,SE	: 	: c	: c	: c
A,PAS,SE22,SE33,SE	: 	: c	: c	: c
A,PAS,SE22,SI,SI	8 	: 	: 	: 
A,PAS,SE23,CZ01,CZ	: 	: 	3 	15 
A,PAS,SE23,DEXX,SE	: 	: c	: 	: 
A,PAS,SE23,DK,DK	2 	: 	: 	: 
A,PAS,SE23,DK01,SE	: 	: 	: 	: c
A,PAS,SE23,DKXX,SE	: 	: c	: c	: 
A,PAS,SE23,NO01,SE	: 	: c	: c	: 
A,PAS,SE23,NO02,SE	: 	: 	: 	: c
A,PAS,SE23,NO06,SE	: 	: 	: 	: c
A,PAS,SE23,NO07,SE	: 	: c	: c	: c
A,PAS,SE23,NO08,SE	: 	: 	: 	: c
A,PAS,SE23,NO09,SE	: 	: 	: 	: c
A,PAS,SE23,NO0A,SE	: 	: 	: 	: c
A,PAS,SE23,NOXX,SE	: 	: c	: c	: 
A,PAS,SE23,SE11,SE	: 	: c	: c	: c
A,PAS,SE23,SE12,SE	: 	: c	: c	: c
A,PAS,SE23,SE21,SE	: 	: c	: c	: c
A,PAS,SE23,SE22,SE	: 	: c	: c	: c
A,PAS,SE23,SE23,SE	: 	: c	: c	: c
A,PAS,SE23,SE31,SE	: 	: c	: c	: c
A,PAS,SE23,SE32,SE	: 	: c	: c	: c
A,PAS,SE23,SE33,SE	: 	: c	: c	: c
A,PAS,SE31,DEXX,SE	: 	: c	: 	: 
A,PAS,SE31,DK01,SE	: 	: 	: 	: c
A,PAS,SE31,DKXX,SE	: 	: c	: c	: 
A,PAS,SE31,NO01,SE	: 	: c	: 	: 
A,PAS,SE31,NO02,SE	: 	: 	: 	: c
A,PAS,SE31,NO06,SE	: 	: 	: 	: c
A,PAS,SE31,NO07,SE	: 	: c	: c	: c
A,PAS,SE31,NO08,SE	: 	: 	: 	: c
A,PAS,SE31,NO09,SE	: 	: 	: 	: c
A,PAS,SE31,NO0A,SE	: 	: 	: 	: c
A,PAS,SE31,NOXX,SE	: 	: c	: c	: 
A,PAS,SE31,SE11,SE	: 	: c	: c	: c
A,PAS,SE31,SE12,SE	: 	: c	: c	: c
A,PAS,SE31,SE21,SE	: 	: c	: c	: c
A,PAS,SE31,SE22,SE	: 	: c	: c	: c
A,PAS,SE31,SE23,SE	: 	: c	: c	: c
A,PAS,SE31,SE31,SE	: 	: c	: c	: c
A,PAS,SE31,SE32,SE	: 	: c	: c	: c
A,PAS,SE31,SE33,SE	: 	: c	: c	: c
A,PAS,SE32,DEXX,SE	: 	: c	: 	: 
A,PAS,SE32,DK01,SE	: 	: 	: 	: c
A,PAS,SE32,DKXX,SE	: 	: c	: c	: 
A,PAS,SE32,NO02,SE	: 	: 	: 	: c
A,PAS,SE32,NO06,SE	: 	: c	: c	: c
A,PAS,SE32,NO07,SE	: 	: c	: c	: c
A,PAS,SE32,NO08,SE	: 	: 	: 	: c
A,PAS,SE32,NO09,SE	: 	: 	: 	: c
A,PAS,SE32,NO0A,SE	: 	: 	: 	: c
A,PAS,SE32,NOXX,SE	: 	: c	: c	: c
A,PAS,SE32,SE11,SE	: 	: c	: c	: c
A,PAS,SE32,SE12,SE	: 	: c	: c	: c
A,PAS,SE32,SE21,SE	: 	: c	: c	: c
A,PAS,SE32,SE22,SE	: 	: c	: c	: c
A,PAS,SE32,SE23,SE	: 	: c	: c	: c
A,PAS,SE32,SE31,SE	: 	: c	: c	: c
A,PAS,SE32,SE32,SE	: 	: c	: c	: c
A,PAS,SE32,SE33,SE	: 	: c	: c	: c
A,PAS,SE33,DK01,SE	: 	: 	: 	: c
A,PAS,SE33,DKXX,SE	: 	: 	: c	: 
A,PAS,SE33,ITD3,IT	: c	: 	: 	: 
A,PAS,SE33,NO02,SE	: 	: 	: 	: c
A,PAS,SE33,NO06,SE	: 	: 	: 	: c
A,PAS,SE33,NO07,NO	: 	: 	21662 	: 
A,PAS,SE33,NO07,SE	: 	: c	: c	: c
A,PAS,SE33,NO08,SE	: 	: 	: 	: c
A,PAS,SE33,NO0A,SE	: 	: 	: 	: c
A,PAS,SE33,NOXX,SE	: 	: 	: c	: 
A,PAS,SE33,SE11,SE	: 	: c	: c	: c
A,PAS,SE33,SE12,SE	: 	: c	: c	: c
A,PAS,SE33,SE21,SE	: 	: c	: c	: c
A,PAS,SE33,SE22,SE	: 	: c	: c	: c
A,PAS,SE33,SE23,SE	: 	: c	: c	: c
A,PAS,SE33,SE31,SE	: 	: c	: c	: c
A,PAS,SE33,SE32,SE	: 	: c	: c	: c
A,PAS,SE33,SE33,SE	: 	: c	: c	: c
A,PAS,SEXX,BE10,BE	: 	: 	: c	: 
A,PAS,SEXX,BE22,BE	: 	: 	: c	: 
A,PAS,SEXX,BE33,BE	: 	: 	: c	: 
A,PAS,SEXX,BG41,BG	: 	14 	13 	: 
A,PAS,SEXX,BG42,BG	: 	2 	: 	: 
A,PAS,SEXX,CH03,CH	: 	: c	: 	: 
A,PAS,SEXX,CH06,CH	: 	: 	: c	: c
A,PAS,SEXX,CH07,CH	: 	: 	: c	: c
A,PAS,SEXX,DE30,DE	: 	21010 	: 	: 
A,PAS,SEXX,DK01,DK	: 	: 	: 	0 
A,PAS,SEXX,DK01,SE	: 	: 	: 	: c
A,PAS,SEXX,ITC1,IT	: c	: 	: 	: 
A,PAS,SEXX,ITC4,IT	: c	: 	: 	: 
A,PAS,SEXX,ITE1,IT	: c	: 	: 	: 
A,PAS,SEXX,LU,LU	: 	: c	15 	: c
A,PAS,SEXX,NO01,NO	: 	: 	168300 	: 
A,PAS,SEXX,NO02,NO	: 	: 	11021 	: c
A,PAS,SEXX,NO02,SE	: 	: 	: 	: c
A,PAS,SEXX,NO03,NO	: 	: 	21500 	: 
A,PAS,SEXX,NO04,NO	: 	: 	1500 	: 
A,PAS,SEXX,NO05,NO	: 	: 	2500 	: 
A,PAS,SEXX,NO06,NO	: 	: 	21000 	: 
A,PAS,SEXX,NO06,SE	: 	: 	: 	: c
A,PAS,SEXX,NO07,NO	: 	: 	: 	: c
A,PAS,SEXX,NO07,SE	: 	: 	: 	: c
A,PAS,SEXX,NO08,NO	: 	: 	: 	: c
A,PAS,SEXX,NO08,SE	: 	: 	: 	: c
A,PAS,SEXX,NO09,SE	: 	: 	: 	: c
A,PAS,SEXX,NO0A,SE	: 	: 	: 	: c
A,PAS,SEXX,NOXX,NO	: 	253397 	: 	: 
A,PAS,SEXX,SIXX,SI	: 	: 	: 	7 
A,PAS,SEXX,SK01,SK	: 	7 	: 	: 
A,PAS,SEZZ,AT13,AT	: c	: c	: 	: 
A,PAS,SEZZ,AT21,AT	: c	: c	: 	: 
A,PAS,SEZZ,AT22,AT	: c	: c	: 	: 
A,PAS,SEZZ,AT31,AT	: c	: c	: 	: 
A,PAS,SEZZ,AT32,AT	: c	: c	: 	: 
A,PAS,SEZZ,AT33,AT	: c	: c	: 	: 
A,PAS,SEZZ,AT34,AT	: c	: c	: 	: 
A,PAS,SI,AT11,SI	35 	: 	: 	: 
A,PAS,SI,AT12,SI	347 	: 	: 	: 
A,PAS,SI,AT13,AT	: c	: 	: 	: 
A,PAS,SI,AT13,SI	7249 	: 	: 	: 
A,PAS,SI,AT21,AT	: c	: 	: 	: 
A,PAS,SI,AT21,SI	5950 	: 	: 	: 
A,PAS,SI,AT22,AT	: c	: 	: 	: 
A,PAS,SI,AT22,SI	8644 	: 	: 	: 
A,PAS,SI,AT31,AT	: c	: 	: 	: 
A,PAS,SI,AT31,SI	501 	: 	: 	: 
A,PAS,SI,AT32,AT	: c	: 	: 	: 
A,PAS,SI,AT32,SI	2743 	: 	: 	: 
A,PAS,SI,AT33,AT	: c	: 	: 	: 
A,PAS,SI,AT33,SI	651 	: 	: 	: 
A,PAS,SI,AT34,AT	: c	: 	: 	: 
A,PAS,SI,AT34,SI	500 	: 	: 	: 
A,PAS,SI,ATXX,SI	10888 	: 	: 	: 
A,PAS,SI,BA,SI	1606 	: 	: 	: 
A,PAS,SI,BE10,BE	23 	: 	: 	: 
A,PAS,SI,BE10,SI	19 	: 	: 	: 
A,PAS,SI,BE21,BE	4 	: 	: 	: 
A,PAS,SI,BE21,SI	4 	: 	: 	: 
A,PAS,SI,BE22,BE	4 	: 	: 	: 
A,PAS,SI,BE22,SI	4 	: 	: 	: 
A,PAS,SI,BE23,BE	42 	: 	: 	: 
A,PAS,SI,BE23,SI	42 	: 	: 	: 
A,PAS,SI,BE24,BE	8 	: 	: 	: 
A,PAS,SI,BE24,SI	8 	: 	: 	: 
A,PAS,SI,BE25,BE	23 	: 	: 	: 
A,PAS,SI,BE25,SI	21 	: 	: 	: 
A,PAS,SI,BE33,BE	5 	: 	: 	: 
A,PAS,SI,BE33,SI	2 	: 	: 	: 
A,PAS,SI,BEXX,SI	152 	: 	: 	: 
A,PAS,SI,BG,SI	420 	: 	: 	: 
A,PAS,SI,CHXX,SI	4089 	: 	: 	: 
A,PAS,SI,CZ06,SI	1 	: 	: 	: 
A,PAS,SI,CZXX,SI	2209 	: 	: 	: 
A,PAS,SI,DE11,DE	1408 	: 	: 	: 
A,PAS,SI,DE11,SI	1379 	: 	: 	: 
A,PAS,SI,DE12,DE	608 	: 	: 	: 
A,PAS,SI,DE12,SI	681 	: 	: 	: 
A,PAS,SI,DE13,DE	407 	: 	: 	: 
A,PAS,SI,DE13,SI	494 	: 	: 	: 
A,PAS,SI,DE14,DE	326 	: 	: 	: 
A,PAS,SI,DE14,SI	361 	: 	: 	: 
A,PAS,SI,DE21,DE	5629 	: 	: 	: 
A,PAS,SI,DE21,SI	6402 	: 	: 	: 
A,PAS,SI,DE22,DE	52 	: 	: 	: 
A,PAS,SI,DE22,SI	97 	: 	: 	: 
A,PAS,SI,DE23,DE	129 	: 	: 	: 
A,PAS,SI,DE23,SI	139 	: 	: 	: 
A,PAS,SI,DE24,DE	142 	: 	: 	: 
A,PAS,SI,DE24,SI	138 	: 	: 	: 
A,PAS,SI,DE25,DE	444 	: 	: 	: 
A,PAS,SI,DE25,SI	547 	: 	: 	: 
A,PAS,SI,DE26,DE	172 	: 	: 	: 
A,PAS,SI,DE26,SI	211 	: 	: 	: 
